ds,Open,High,Low,y,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,High_Low_Diff,Open_Close_Diff,Average_Price,Volume_Weighted_Price,Triple_Multiplicative_ETS,Triple_Additive_ETS,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-02-07,1614.28,1678.37,1613.14,1671.03,451922.4,1675814399999,743635216.728552,746572,234924.0525,386597449.582718,65.22999999999979,-56.75,1654.18,1645.4931570742056,1861.3606742859727,1781.4378731441936,1669.2141848,1216.8897920411466,2236.4326087669087,1669.2141848,1669.2141848,45.75785221826126,45.75785221826126,45.75785221826126,57.184744544000004,57.184744544000004,57.184744544000004,-11.426892325738745,-11.426892325738745,-11.426892325738745,0.0,0.0,0.0,1714.9720370182613
2023-02-08,1671.03,1697.91,1630.47,1650.43,417966.2539,1675900799999,695793337.577435,671033,205938.1207,342878805.538366,67.44000000000005,20.59999999999991,1659.6033333333335,1664.7117586289783,1739.4532248577507,1766.3286027578015,1669.9621693344307,1218.7420301736945,2217.0096357533257,1669.9621693344307,1669.9621693344307,54.130138070468504,54.130138070468504,54.130138070468504,57.184744544000004,57.184744544000004,57.184744544000004,-3.054606473531507,-3.054606473531507,-3.054606473531507,0.0,0.0,0.0,1724.0923074048992
2023-02-09,1650.42,1656.17,1524.4,1545.35,658011.6964,1675987199999,1054014372.583392,973879,317244.9366,508466128.352034,131.76999999999998,105.07000000000016,1575.3066666666666,1601.817077644567,1677.8782258636556,1636.9139494171084,1670.7101538688614,1228.0390710498675,2218.023708587175,1670.7101538688614,1670.7101538688614,57.0047511352338,57.0047511352338,57.0047511352338,57.184744544000004,57.184744544000004,57.184744544000004,-0.17999340876620692,-0.17999340876620692,-0.17999340876620692,0.0,0.0,0.0,1727.7149050040953
2023-02-10,1545.35,1555.01,1490.0,1513.06,484654.2199,1676073599999,743164643.511499,682215,220852.4958,338760669.128763,65.00999999999999,32.289999999999964,1519.3566666666666,1533.3914634331218,1545.4626651435442,1489.6321417247716,1671.4581384032922,1262.9896496163399,2236.047112922046,1671.4581384032922,1671.4581384032922,59.59723593941581,59.59723593941581,59.59723593941581,57.184744544000004,57.184744544000004,57.184744544000004,2.4124913954158065,2.4124913954158065,2.4124913954158065,0.0,0.0,0.0,1731.055374342708
2023-02-11,1513.05,1543.0,1505.0,1538.51,289691.5708,1676159999999,440657107.728338,440506,141579.8991,215368016.233777,38.0,-25.460000000000036,1528.8366666666668,1521.125059011686,1525.540521227057,1477.0048012192487,1672.206122937723,1238.6123700788264,2226.5769519016194,1672.206122937723,1672.206122937723,57.97797518129315,57.97797518129315,57.97797518129315,57.184744544000004,57.184744544000004,57.184744544000004,0.7932306372931424,0.7932306372931424,0.7932306372931424,0.0,0.0,0.0,1730.1840981190162
2023-02-12,1538.5,1548.02,1493.08,1514.83,286758.374,1676246399999,438014692.308034,490609,134744.9765,205825023.574182,54.940000000000055,23.670000000000073,1518.6433333333334,1527.469577254731,1548.4095842088077,1503.3453639719512,1672.9541074721537,1251.602219050722,2221.9441073884545,1672.9541074721537,1672.9541074721537,57.35487548904125,57.35487548904125,57.35487548904125,57.184744544000004,57.184744544000004,57.184744544000004,0.1701309450412385,0.1701309450412385,0.1701309450412385,0.0,0.0,0.0,1730.308982961195
2023-02-13,1514.82,1526.1,1461.93,1505.24,643152.3904,1676332799999,959644223.335073,788402,306701.2995,457512045.482247,64.16999999999985,9.579999999999927,1497.7566666666664,1492.094622766208,1533.617061543326,1493.437522195686,1673.7020920065843,1238.5831285433785,2239.231722655472,1673.7020920065843,1673.7020920065843,68.47038377431386,68.47038377431386,68.47038377431386,57.184744544000004,57.184744544000004,57.184744544000004,11.285639230313846,11.285639230313846,11.285639230313846,0.0,0.0,0.0,1742.1724757808981
2023-02-14,1505.25,1569.0,1482.66,1555.71,668964.3768,1676419199999,1021642935.313975,861338,329786.2183,503918880.172473,86.33999999999992,-50.460000000000036,1535.79,1527.2008058202107,1516.5498931293741,1482.037304354233,1674.450076541015,1256.9490665865362,2191.3422463518286,1674.450076541015,1674.450076541015,45.757852218273754,45.757852218273754,45.757852218273754,57.184744544000004,57.184744544000004,57.184744544000004,-11.426892325726254,-11.426892325726254,-11.426892325726254,0.0,0.0,0.0,1720.2079287592887
2023-02-15,1555.7,1680.0,1542.55,1674.92,581207.8586,1676505599999,928452953.945049,852734,303747.759,485366943.877121,137.45000000000005,-119.22000000000003,1632.49,1597.4542329511596,1528.536897707772,1458.3087268686274,1675.1980610754458,1222.9251592131864,2223.847542502922,1675.1980610754458,1675.1980610754458,54.13013807044228,54.13013807044228,54.13013807044228,57.184744544000004,57.184744544000004,57.184744544000004,-3.054606473557731,-3.054606473557731,-3.054606473557731,0.0,0.0,0.0,1729.328199145888
2023-02-16,1674.92,1742.97,1633.72,1637.84,832723.6731,1676591999999,1408096156.866216,1220762,422120.2495,714045600.344282,109.25,37.080000000000155,1671.51,1690.9524760167599,1631.6486819037573,1531.7761103156192,1675.9460456098766,1236.1916604935425,2261.836847160574,1675.9460456098766,1675.9460456098766,57.004751135210306,57.004751135210306,57.004751135210306,57.184744544000004,57.184744544000004,57.184744544000004,-0.17999340878970232,-0.17999340878970232,-0.17999340878970232,0.0,0.0,0.0,1732.9507967450868
