ds,Open,High,Low,y,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,High_Low_Diff,Open_Close_Diff,Average_Price,Volume_Weighted_Price,Triple_Multiplicative_ETS,Triple_Additive_ETS,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-02-07,0.3921,0.4048,0.3901,0.4036,356160688.0,1675814399999,141141108.6065,145406,183248723.0,72607710.1102,0.01469999999999999,-0.01150000000000001,0.39949999999999997,0.3962849167859312,0.4041508086300227,0.4035480400540161,0.4009109472,-0.0007665910404264398,0.8233665979652462,0.4009109472,0.4009109472,-0.0012191912131317465,-0.0012191912131317465,-0.0012191912131317465,0.00104712766704,0.00104712766704,0.00104712766704,-0.0022663188801717465,-0.0022663188801717465,-0.0022663188801717465,0.0,0.0,0.0,0.39969175598686824
2023-02-08,0.4037,0.406,0.3936,0.3975,263188839.0,1675900799999,105265066.8744,104320,123235097.0,49287325.6565,0.012400000000000022,0.006199999999999983,0.39903333333333335,0.3999602235199647,0.40240959071784715,0.41408318804261984,0.40180569399999994,0.01413242805016984,0.8037878687560821,0.40180569399999994,0.40180569399999994,-0.0010437891426758454,-0.0010437891426758454,-0.0010437891426758454,0.00104712766704,0.00104712766704,0.00104712766704,-0.0020909168097158455,-0.0020909168097158455,-0.0020909168097158455,0.0,0.0,0.0,0.4007619048573241
2023-02-09,0.3975,0.4092,0.3726,0.3819,526681339.0,1675987199999,206981490.6035,255958,250575924.0,98553873.5392,0.03660000000000002,0.015600000000000003,0.38789999999999997,0.39299188195369117,0.38448286120243175,0.3841305095009464,0.4027004408,0.015221084771001613,0.7893703033210859,0.4027004408,0.4027004408,0.0009089573252571883,0.0009089573252571883,0.0009089573252571883,0.00104712766704,0.00104712766704,0.00104712766704,-0.00013817034178281173,-0.00013817034178281173,-0.00013817034178281173,0.0,0.0,0.0,0.4036093981252572
2023-02-10,0.3818,0.3878,0.3771,0.3817,279931749.0,1676073599999,107300522.3004,129469,139730701.0,53554602.2296,0.010699999999999987,9.999999999998899e-05,0.38219999999999993,0.38330958415295724,0.3864427815469573,0.3910205394549555,0.40359518759999996,0.019399629540261074,0.8445157990877591,0.40359518759999996,0.40359518759999996,0.004200407321411319,0.004200407321411319,0.004200407321411319,0.00104712766704,0.00104712766704,0.00104712766704,0.003153279654371319,0.003153279654371319,0.003153279654371319,0.0,0.0,0.0,0.40779559492141126
2023-02-11,0.3818,0.3841,0.3798,0.3833,123179600.0,1676159999999,47064308.7616,59338,54359454.0,20769517.1762,0.0042999999999999705,-0.0015000000000000013,0.3824,0.38207875948290143,0.37396802910771043,0.37900679506413487,0.4044899344,0.02815699585072055,0.7771920619149114,0.4044899344,0.4044899344,0.006348788905463528,0.006348788905463528,0.006348788905463528,0.0010471276670400002,0.0010471276670400002,0.0010471276670400002,0.0053016612384235275,0.0053016612384235275,0.0053016612384235275,0.0,0.0,0.0,0.4108387233054635
2023-02-12,0.3834,0.385,0.3716,0.3747,135976322.0,1676246399999,51727784.2532,70222,62447787.0,23753707.6288,0.013400000000000023,0.008700000000000041,0.3771,0.3804175866236476,0.38391045665760487,0.39039399637121996,0.4053846812,-0.025931508433600148,0.7921963552798369,0.4053846812,0.4053846812,-0.0034823731650154423,-0.0034823731650154423,-0.0034823731650154423,0.00104712766704,0.00104712766704,0.00104712766704,-0.0045295008320554424,-0.0045295008320554424,-0.0045295008320554424,0.0,0.0,0.0,0.40190230803498456
2023-02-13,0.3747,0.3783,0.3612,0.3703,382768169.0,1676332799999,141477064.7839,158099,190350024.0,70362221.9661,0.017100000000000004,0.0043999999999999595,0.3699333333333334,0.3696155434071635,0.37397664539824305,0.3799503882350129,0.40627942799999994,0.01980732166950254,0.7664989155656232,0.40627942799999994,0.40627942799999994,0.0016170936380027385,0.0016170936380027385,0.0016170936380027385,0.00104712766704,0.00104712766704,0.00104712766704,0.0005699659709627382,0.0005699659709627382,0.0005699659709627382,0.0,0.0,0.0,0.40789652163800266
2023-02-14,0.3703,0.3839,0.3644,0.3819,372274074.0,1676419199999,138499878.2798,160722,196180773.0,72994759.0715,0.019500000000000017,-0.0116,0.3767333333333333,0.3720373991979898,0.37637096314672536,0.3928135808527268,0.40717417479999995,0.04094165133241724,0.779198046839169,0.40717417479999995,0.40717417479999995,-0.0012191912131016256,-0.0012191912131016256,-0.0012191912131016256,0.0010471276670400004,0.0010471276670400004,0.0010471276670400004,-0.0022663188801416256,-0.0022663188801416256,-0.0022663188801416256,0.0,0.0,0.0,0.40595498358689835
2023-02-15,0.3819,0.4024,0.3765,0.4011,370966882.0,1676505599999,143859246.6086,150550,183280682.0,71037186.5248,0.02589999999999998,-0.019199999999999995,0.3933333333333333,0.3877953898014001,0.3438202710803296,0.324924386608366,0.4080689215999999,0.0010891865349535795,0.7960338184026083,0.4080689215999999,0.4080689215999999,-0.0010437891426984547,-0.0010437891426984547,-0.0010437891426984547,0.0010471276670400002,0.0010471276670400002,0.0010471276670400002,-0.0020909168097384546,-0.0020909168097384546,-0.0020909168097384546,0.0,0.0,0.0,0.40702513245730143
2023-02-16,0.401,0.4048,0.384,0.3841,450636395.0,1676591999999,179200203.6661,193412,225043586.0,89555461.717,0.020799999999999985,0.016900000000000026,0.39096666666666663,0.39766029919997914,0.38338611689603114,0.3689284145551605,0.4089636684,-0.03244335234240463,0.7997148588412225,0.4089636684,0.4089636684,0.000908957325247303,0.000908957325247303,0.000908957325247303,0.00104712766704,0.00104712766704,0.00104712766704,-0.00013817034179269702,-0.00013817034179269702,-0.00013817034179269702,0.0,0.0,0.0,0.4098726257252473
