ds,Open,High,Low,y,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,High_Low_Diff,Open_Close_Diff,Average_Price,Volume_Weighted_Price,Triple_Multiplicative_ETS,Triple_Additive_ETS,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-21,6.249,6.464,6.007,6.237,8330369.73,1674345599999,52117242.77299,175074,4259333.03,26670751.7692,0.45700000000000074,0.011999999999999567,6.236,6.2562940736353125,6.220748892266146,6.236325854681394,6.2736361679999995,5.041457037141645,8.281504199461137,6.2736361679999995,6.2736361679999995,0.4497936185179397,0.4497936185179397,0.4497936185179397,0.43787621696,0.43787621696,0.43787621696,0.011917401557939699,0.011917401557939699,0.011917401557939699,0.0,0.0,0.0,6.723429786517939
2023-01-22,6.237,6.457,6.085,6.207,5762744.72,1674431999999,36139305.78467,120132,2785266.54,17478481.01448,0.3719999999999999,0.03000000000000025,6.249666666666666,6.271196719723862,6.364699993605702,6.369266946793466,6.263576116465753,5.084859053492406,8.290821911440384,6.263576116465753,6.263576116465753,0.4644813212442625,0.4644813212442625,0.4644813212442625,0.43787621696,0.43787621696,0.43787621696,0.026605104284262486,0.026605104284262486,0.026605104284262486,0.0,0.0,0.0,6.7280574377100155
2023-01-23,6.207,6.84,6.198,6.56,10282785.38,1674518399999,67032231.5953,214479,5100829.65,33245603.20873,0.6419999999999995,-0.35299999999999976,6.532666666666667,6.518878797730969,6.246626867205076,6.281712534485596,6.253516064931506,4.957919128869826,8.562480093696404,6.253516064931506,6.253516064931506,0.46131361192744286,0.46131361192744286,0.46131361192744286,0.43787621696,0.43787621696,0.43787621696,0.023437394967442852,0.023437394967442852,0.023437394967442852,0.0,0.0,0.0,6.714829676858948
2023-01-24,6.56,6.708,6.117,6.191,6235582.4,1674604799999,40416765.49721,128159,2967836.82,19258151.3906,0.5910000000000002,0.3689999999999998,6.338666666666666,6.481634417534119,6.360656459109718,6.368141902643089,6.243456013397259,4.915917405392083,8.368284148414123,6.243456013397259,6.243456013397259,0.40846509153350546,0.40846509153350546,0.40846509153350546,0.43787621696,0.43787621696,0.43787621696,-0.02941112542649453,-0.02941112542649453,-0.02941112542649453,0.0,0.0,0.0,6.651921104930765
2023-01-25,6.191,6.563,6.01,6.399,7441471.55,1674691199999,46550395.08134,145066,3717243.42,23271542.84879,0.5529999999999999,-0.20800000000000018,6.324000000000001,6.2555362563121,6.313640283423561,6.345358652109047,6.233395961863013,5.015065199388916,8.357003820393935,6.233395961863013,6.233395961863013,0.43383241665883554,0.43383241665883554,0.43383241665883554,0.43787621696,0.43787621696,0.43787621696,-0.004043800301164414,-0.004043800301164414,-0.004043800301164414,0.0,0.0,0.0,6.667228378521848
2023-01-26,6.4,6.563,6.301,6.472,6830192.66,1674777599999,43987650.75712,126815,3336805.18,21497453.49344,0.26199999999999957,-0.07200000000000006,6.445333333333334,6.440177158504925,6.364223949321283,6.395398072541416,6.223335910328766,4.850029347838472,8.233142588928402,6.223335910328766,6.223335910328766,0.41083439200601773,0.41083439200601773,0.41083439200601773,0.43787621696,0.43787621696,0.43787621696,-0.027041824953982246,-0.027041824953982246,-0.027041824953982246,0.0,0.0,0.0,6.634170302334783
2023-01-27,6.472,6.623,6.27,6.585,5365147.79,1674863999999,34613397.99009,99377,2637715.39,17019675.04326,0.35300000000000065,-0.11299999999999955,6.4926666666666675,6.451527403328063,6.497721934340602,6.49148106066524,6.213275858794519,4.856621080093871,8.326152788571507,6.213275858794519,6.213275858794519,0.43641306683218456,0.43641306683218456,0.43641306683218456,0.43787621696,0.43787621696,0.43787621696,-0.0014631501278154762,-0.0014631501278154762,-0.0014631501278154762,0.0,0.0,0.0,6.6496889256267036
2023-01-28,6.585,6.664,6.321,6.397,3866647.74,1674950399999,25074633.73167,78583,1855878.97,12042504.3186,0.34299999999999997,0.18799999999999972,6.460666666666666,6.484850810761985,6.545681778634937,6.549965720334761,6.203215807260274,4.873594309859236,8.413249990654288,6.203215807260274,6.203215807260274,0.449793618517762,0.449793618517762,0.449793618517762,0.43787621696,0.43787621696,0.43787621696,0.011917401557761968,0.011917401557761968,0.011917401557761968,0.0,0.0,0.0,6.653009425778036
2023-01-29,6.396,6.7,6.327,6.611,4745086.65,1675036799999,31145885.11482,88697,2322626.3,15246963.18203,0.3730000000000002,-0.21499999999999986,6.546,6.56381798946074,6.48176777515285,6.490970254027207,6.193155755726027,4.990053206892388,8.488196704075444,6.193155755726027,6.193155755726027,0.4644813212442397,0.4644813212442397,0.4644813212442397,0.43787621696,0.43787621696,0.43787621696,0.02660510428423964,0.02660510428423964,0.02660510428423964,0.0,0.0,0.0,6.657637076970266
2023-01-30,6.612,6.65,6.02,6.19,5572642.9,1675123199999,35148635.60162,106597,2491060.92,15699111.75753,0.6300000000000008,0.4219999999999997,6.286666666666666,6.307354738560406,6.728370937378696,6.682469924596132,6.18309570419178,4.964603703893501,8.208029538642867,6.18309570419178,6.18309570419178,0.4613136119273601,0.4613136119273601,0.4613136119273601,0.43787621696,0.43787621696,0.43787621696,0.023437394967360078,0.023437394967360078,0.023437394967360078,0.0,0.0,0.0,6.64440931611914
2023-01-31,6.19,6.33,6.142,6.26,3778549.45,1675209599999,23563540.77602,68221,1836350.68,11454275.89179,0.18799999999999972,-0.0699999999999994,6.244,6.236134021223409,6.050782549172011,6.039295484315424,6.173035652657534,4.999014928014314,8.258607953356504,6.173035652657534,6.173035652657534,0.4084650915334851,0.4084650915334851,0.4084650915334851,0.43787621696,0.43787621696,0.43787621696,-0.029411125426514965,-0.029411125426514965,-0.029411125426514965,0.0,0.0,0.0,6.581500744191019
2023-02-01,6.26,6.491,6.027,6.467,5790692.06,1675295999999,36117672.04676,112348,2904017.52,18127521.20119,0.4639999999999995,-0.20699999999999985,6.328333333333333,6.237194392747592,6.30123079460986,6.297721592690086,6.162975601123287,4.838488352790992,8.252566616285394,6.162975601123287,6.162975601123287,0.4338324166588153,0.4338324166588153,0.4338324166588153,0.43787621696,0.43787621696,0.43787621696,-0.004043800301184692,-0.004043800301184692,-0.004043800301184692,0.0,0.0,0.0,6.596808017782102
