ds,Open,High,Low,y,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,High_Low_Diff,Open_Close_Diff,Average_Price,Volume_Weighted_Price,Triple_Multiplicative_ETS,Triple_Additive_ETS,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-21,25.51,26.6,24.24,24.57,12782858.69,1674345599999,323053489.4484,450566,6292162.72,159079633.8584,2.360000000000003,0.9400000000000013,25.136666666666667,25.27239776976679,35.37620588635724,24.764973491423742,23.817290717000002,-11.193714591832615,52.26973076795156,23.817290717000002,23.817290717000002,-2.217449531515378,-2.217449531515378,-2.217449531515378,-2.5485699056,-2.5485699056,-2.5485699056,0.3311203740846219,0.3311203740846219,0.3311203740846219,0.0,0.0,0.0,21.599841185484625
2023-01-22,24.56,25.45,23.5,24.21,6496779.26,1674431999999,161129672.5073,228853,3153858.17,78247404.356,1.9499999999999993,0.34999999999999787,24.386666666666667,24.801469475707567,24.64499250361329,25.785545037641747,23.815715764125894,-8.364022404053467,51.995364485278145,23.815715764125894,23.815715764125894,-1.9781970879465653,-1.9781970879465653,-1.9781970879465653,-2.5485699056,-2.5485699056,-2.5485699056,0.5703728176534346,0.5703728176534346,0.5703728176534346,0.0,0.0,0.0,21.83751867617933
2023-01-23,24.21,24.93,23.7,24.33,6100483.98,1674518399999,148819700.0186,203735,2978774.93,72673918.7691,1.2300000000000004,-0.11999999999999744,24.319999999999997,24.394736631797528,23.12009390638435,21.64528971962974,23.814140811251782,-11.125192721571992,51.82107262104252,23.814140811251782,23.814140811251782,-2.0060791074640902,-2.0060791074640902,-2.0060791074640902,-2.5485699056,-2.5485699056,-2.5485699056,0.5424907981359098,0.5424907981359098,0.5424907981359098,0.0,0.0,0.0,21.808061703787693
2023-01-24,24.32,25.24,22.25,22.78,6121565.88,1674604799999,147893897.2001,226102,2937227.59,71056382.8693,2.9899999999999984,1.5399999999999991,23.423333333333332,24.159487964229832,23.32231119421259,19.903788439520227,23.812565858377674,-9.546414244763536,49.38159262097154,23.812565858377674,23.812565858377674,-3.5101728510622086,-3.5101728510622086,-3.5101728510622086,-2.5485699056,-2.5485699056,-2.5485699056,-0.9616029454622085,-0.9616029454622085,-0.9616029454622085,0.0,0.0,0.0,20.302393007315466
2023-01-25,22.77,25.43,22.24,24.52,8332368.29,1674691199999,197305373.3786,312469,4154322.72,98432912.3557,3.1900000000000013,-1.75,24.063333333333333,23.679387001579595,23.491671876537932,25.47623166280011,23.810990905503566,-9.886048961495844,49.93216317174685,23.810990905503566,23.810990905503566,-2.840267174950586,-2.840267174950586,-2.840267174950586,-2.5485699056,-2.5485699056,-2.5485699056,-0.291697269350586,-0.291697269350586,-0.291697269350586,0.0,0.0,0.0,20.97072373055298
2023-01-26,24.53,25.23,23.73,24.33,5450404.1,1674777599999,133760026.4129,208276,2686508.86,65974576.6058,1.5,0.20000000000000284,24.429999999999996,24.54130445353584,23.97036113675177,21.851309343325056,23.809415952629454,-7.6022158311785,52.22714772940059,23.809415952629454,23.809415952629454,-2.6880322547995643,-2.6880322547995643,-2.6880322547995643,-2.5485699056,-2.5485699056,-2.5485699056,-0.13946234919956466,-0.13946234919956466,-0.13946234919956466,0.0,0.0,0.0,21.12138369782989
2023-01-27,24.33,24.96,23.27,24.43,4729055.76,1674863999999,113487754.4239,174475,2271744.92,54550839.3974,1.6900000000000013,-0.10000000000000142,24.22,23.997973418672483,24.713446356495318,25.6883537350249,23.807840999755346,-7.80134795199513,51.65796354152314,23.807840999755346,23.807840999755346,-2.5997913314576264,-2.5997913314576264,-2.5997913314576264,-2.5485699056,-2.5485699056,-2.5485699056,-0.0512214258576261,-0.0512214258576261,-0.0512214258576261,0.0,0.0,0.0,21.20804966829772
2023-01-28,24.43,25.24,23.7,24.0,3377884.1,1674950399999,82088985.9207,127028,1630016.65,39658963.5813,1.5399999999999991,0.4299999999999997,24.313333333333333,24.301895355349817,24.30425154988169,23.014267622747866,23.806266046881237,-9.265763362027789,51.44589376186176,23.806266046881237,23.806266046881237,-2.2174495315190006,-2.2174495315190006,-2.2174495315190006,-2.5485699056,-2.5485699056,-2.5485699056,0.33112037408099965,0.33112037408099965,0.33112037408099965,0.0,0.0,0.0,21.588816515362236
2023-01-29,24.0,26.8,23.73,26.07,7785906.2,1675036799999,198403773.4859,293221,4089448.05,104220552.3261,3.0700000000000003,-2.0700000000000003,25.53333333333333,25.48242534515764,24.22567346875647,25.370439171655377,23.804691094007126,-7.365817851155889,51.282710352193305,23.804691094007126,23.804691094007126,-1.9781970879467525,-1.9781970879467525,-1.9781970879467525,-2.5485699056,-2.5485699056,-2.5485699056,0.5703728176532475,0.5703728176532475,0.5703728176532475,0.0,0.0,0.0,21.826494006060372
2023-01-30,26.07,26.31,23.11,23.96,7532450.12,1675123199999,184489313.7033,286378,3501641.99,85781007.9102,3.1999999999999993,2.1099999999999994,24.459999999999997,24.49260343768463,25.40933926021266,23.361825935585323,23.803116141133017,-6.913395789014057,54.13351916973026,23.803116141133017,23.803116141133017,-2.0060791074652977,-2.0060791074652977,-2.0060791074652977,-2.5485699056,-2.5485699056,-2.5485699056,0.5424907981347026,0.5424907981347026,0.5424907981347026,0.0,0.0,0.0,21.79703703366772
2023-01-31,23.97,24.47,23.49,23.92,4062387.09,1675209599999,97470696.9435,143900,1990897.19,47777648.0509,0.9800000000000004,0.04999999999999716,23.959999999999997,23.99345379553675,24.3941257743536,23.53922695393757,23.80154118825891,-9.072756180261162,52.174447944723525,23.80154118825891,23.80154118825891,-3.5101728510624866,-3.5101728510624866,-3.5101728510624866,-2.5485699056,-2.5485699056,-2.5485699056,-0.9616029454624866,-0.9616029454624866,-0.9616029454624866,0.0,0.0,0.0,20.291368337196424
